Sex;ID;Age;CaptivityWild;Height;Chest Girth;Neck Circumference;Length;Weight;Foot size
2;MN;63;a;178;269;NA;170;1218;94
2;MN;60;a;180;264;NA;185;1288;91
2;MN;61;a;180;264;NA;188;1254;97
2;MN;65;a;180;269;NA;173;1246;86
2;MN;66;a;183;262;NA;180;1234;89
2;MO;55;a;170;244;NA;165;962;89
2;MO;57;a;173;259;NA;160;1102;84
2;MO;58;a;173;264;NA;160;1297;91
2;MO;57;a;173;274;NA;168;1218;84
2;MO;55;a;175;244;NA;178;1172;94
2;MO;53;a;178;244;NA;178;1097;89
2;MO;54;a;178;246;NA;178;1112;89
2;MO;60;a;180;269;NA;188;1358;97
2;MO;61;a;180;272;NA;185;1487;99
2;MO;63;a;183;269;NA;185;1504;94
2;MO;61;a;183;274;NA;188;1417;97
2;MO;64;a;185;272;NA;188;1482;97
2;MP;57;a;182;276;NA;NA;1436;NA
2;MQ;37;a;154;NA;NA;NA;742;NA
1;MR;66;a;172;249;NA;NA;1121.5;NA
1;MS;669;b;221;343;NA;251;2561;119
1;MS;673;b;224;333;NA;264;2678;124
1;MS;668;b;224;343;NA;244;2485;127
1;MS;671;b;224;343;NA;251;2510;122
1;MS;659;b;224;348;NA;244;2602;119
1;MS;664;b;226;330;NA;236;2667;122
1;MS;674;b;226;330;NA;262;2563;124
1;MS;675;b;226;333;NA;254;2548;124
1;MS;667;b;226;335;NA;249;2448;122
1;MS;676;b;226;335;NA;249;2718;122
1;MS;662;b;226;340;NA;234;2698;122
1;MS;662;b;226;343;NA;234;2554;122
1;MS;676;b;226;343;NA;249;2597;124
1;MS;677;b;226;343;NA;257;2592;122
1;MS;661;b;226;348;NA;246;2645;122
1;MS;680;b;229;335;NA;244;2583;122
1;MS;679;b;229;340;NA;246;2608;122
1;MT;602;b;205;326;195;NA;2910;108
1;MT;597;b;222;322;200;NA;2393;120
1;MT;600;b;223;315;193;NA;2173;114
1;MT;593;b;224;340;200;NA;2425;NA
1;MT;595;b;225;334;213;NA;2913;115
1;MT;594;b;225;335;215;NA;2920;NA
1;MT;596;b;225;335;215;NA;2923;115
1;MT;604;b;226;330;203;NA;2367;122
1;MT;615;b;226;340;NA;NA;2511;NA
1;MT;591;b;227;348;200;224;2417;116
1;MT;590;b;227;348;200;224;2474;116
1;MT;590;b;227;348;200;224;2498;116
1;MU;855;b;226;343;NA;234;2675;122
2;MV;594;a;239;335;NA;236;2901;127
2;MW;620;a;257;381;NA;267;3918;137
2;MW;622;a;257;391;NA;269;3383;142
2;MW;626;a;259;325;NA;269;3682;137
2;MW;624;a;259;384;NA;287;3908;142
2;MW;623;a;259;389;NA;279;3732;142
2;MW;628;a;259;401;NA;267;3862;140
2;MW;618;a;262;361;NA;269;3877;130
2;MW;608;a;262;381;NA;246;3635;132
2;MW;609;a;262;384;NA;246;3782;132
2;MW;607;a;262;384;NA;262;3763;132
2;MW;621;a;262;384;NA;269;3807;137
2;MW;606;a;262;386;NA;262;3742;132
2;MW;615;a;262;389;NA;282;3780;135
2;MW;614;a;262;391;NA;254;3660;132
2;MW;629;a;262;391;NA;274;3662;137
2;MW;630;a;262;391;NA;277;3682;140
2;MW;605;a;262;396;NA;264;3865;132
2;MW;613;a;262;401;NA;264;3597;132
2;MW;619;a;264;391;NA;284;3644;135
2;MW;625;a;264;391;NA;284;3854;135
2;MW;616;a;264;396;NA;267;3695;132
2;MX;722;a;251;355;232;NA;3246;135
2;MX;708;a;252;359;285;267;3182;132
2;MX;709;a;252;359;285;267;3239;132
